1.0,0.35727155,0.015293009,0.25404114,0.27938992,0.213114,0.1942401,0.117664665,0.05082246,0.012824951,0.066262275,0.110444315,0.19080397,0.16629472,0.14749774,0,0.06855415,0.087181404,0.06762874,0.116860524,0.22298424,0.11433451,0.023573197,0.06207891,0.0715518,0.087897845,0.08628977,0.06742832,0.09878981,0.14792049,0.096496716,0.097488165,0.12057687,0.11937019,0.12057687
0.35727155,1.0,0,0.33585918,0.26835263,0.16028424,0.3257686,0.16303706,0.11910189,0,0.115377605,0.16694725,0.19141117,0.18856564,0.10641631,0.07468336,0.15613478,0.19764966,0.1472165,0.029359719,0.24122256,0.1834833,0.053407624,0.16066115,0.13311195,0.1176307,0.07280995,0.036291044,0.1580629,0.17516908,0,0.05299897,0.22826213,0.10723162,0.22826213
0.015293009,0,0.9999999,0.075696394,0.05817894,0.20290935,0.15838772,0.3544472,0.2545223,0.14956515,0.17795503,0.1471301,0.13217054,0.0635993,0.10535456,0.099190995,0.1970875,0.16738042,0.14367029,0.11504086,0.13275753,0.209748,0.06490474,0.07302323,0.08131245,0.09981877,0.16317919,0.18656966,0.16013902,0.18333486,0.101988375,0.1620638,0.26248357,0.1528951,0.26248357
0.25404114,0.33585918,0.075696394,1.0,0.13483474,0.23689054,0.3487267,0.2281936,0.15653384,0.052395068,0.18734738,0.2613364,0.2745961,0.1434727,0.18175223,0.03153244,0.33949417,0.2217974,0.08504245,0.09075934,0.31249937,0.15562893,0.04310085,0.104068056,0.050112925,0.07967763,0.17106426,0.057365417,0.08101741,0.103607476,0,0.20448932,0.1990824,0.20176893,0.1990824
0.27938992,0.26835263,0.05817894,0.13483474,1.0000002,0.19409886,0.13161325,0.08809974,0.13310848,0.10148591,0.15774563,0.14940448,0.10188688,0.14554465,0.13875669,0.0734939,0.14101553,0.070586726,0.15560414,0.15562665,0.24116898,0.13307449,0.08616805,0.18028542,0.072415374,0.08139956,0.14506519,0.12033824,0.1222686,0.23951189,0.007371351,0.09719297,0.21013169,0.12490603,0.21013169
0.213114,0.16028424,0.20290935,0.23689054,0.19409886,1.0,0.10745535,0.15044597,0.3648455,0.16644216,0.16875784,0.16350517,0.20115572,0.32603288,0.25500357,0.18000227,0.14410995,0.23198494,0.124381796,0.045326084,0.31208718,0.33339307,0.18880256,0.23121499,0.20656618,0.19323386,0.42447212,0.24662134,0.27774686,0.3615923,0.08759092,0.10668902,0.25821784,0.15257022,0.25821784
0.1942401,0.3257686,0.15838772,0.3487267,0.13161325,0.10745535,1.0000001,0.47536895,0.062634364,0.06792021,0.0855593,0.062404864,0.07632241,0.11681849,0.065203525,0.08943748,0.054712974,0.22865026,0.029763293,0,0.20501126,0.032000557,0.051384825,0.13607383,0.16007383,0.12329871,0.08870036,0.10863383,0.15149727,0.12519199,0.11020918,0.24652407,0.4015773,0.2681032,0.4015773
0.117664665,0.16303706,0.3544472,0.2281936,0.08809974,0.15044597,0.47536895,1.0,0.050266452,0.14367618,0.07301806,0.044923656,0.051787205,0.07610018,0.061098367,0.08172087,0.036854204,0.23027483,0.126694,0.12717196,0.22433062,0.116598144,0.04666148,0.16212536,0.11560288,0,0.056265235,0.2442764,0.17331047,0.07953778,0.13198374,0.1517758,0.48487678,0.15143399,0.48487678
0.05082246,0.11910189,0.2545223,0.15653384,0.13310848,0.3648455,0.062634364,0.050266452,0.9999999,0.048839994,0.25396156,0.16910535,0.046576783,0.120542146,0.16554871,0,0.25687313,0.10680378,0.016889403,0,0.0932424,0.039790228,0.012040317,0.10660136,0,0.108349465,0.16156244,0.015944628,0.19369447,0.12472336,0.08706409,0.031044874,0.1737014,0.076689035,0.1737014
0.012824951,0,0.14956515,0.052395068,0.10148591,0.16644216,0.06792021,0.14367618,0.048839994,1.0,0.2859,0.3527038,0.23699838,0.15990812,0.22476739,0.11756241,0.12976487,0.03453287,0.1536957,0.17450835,0.23608238,0.25527102,0.1609379,0.11171897,0.08378556,0.08078343,0.2733562,0.22037348,0.068288445,0.17180204,0.054603428,0.06314208,0.18880174,0.05146329,0.18880174
